Bulan;Vendor;Type;Total Biaya;Keterangan;Nopol;Tahun;Vendor_TextMining;Vendor_Clean
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;2433290;TUNE UP;L 8868 CP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;INNOVA;2514480;TUNE UP;L 1033 BP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR541;3723858;RUSAK RINGAN;L 1995 EP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LMJ;2987021;RUSAK RINGAN;L 1606 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54;4743329;RUSAK SEDANG;L 9024 PP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54;4743329;RUSAK SEDANG;L 9271 NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54;6912287;RUSAK SEDANG;L 9344 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;MITSUBISHI;7875613;RUSAK SEDANG;L 1573 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;KIJANG INNOVA 2.0 G AT;14072000;RUSAK BERAT;L 1761 PP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;NSERIES77;3172000;RUSAK RINGAN;L 9644 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;NSERIES77;2700000;TUNE UP;L 9646 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR 54 PICKUP TURBO;2706000;TUNE UP;L 9340 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR54;3208000;RUSAK RINGAN;L 8841 CP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;DAIHATSU S401RV AMBULANCE;2573009;TUNE UP;L 9037 BP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR54 TURBO PICK UP;3488000;RUSAK RINGAN;L 8820 CP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PHR 54 C BB;2464000;TUNE UP;L 9397 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR54 TURBO;3353000;RUSAK RINGAN;L 9255 NP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PHR 54 C BB;2412000;TUNE UP;L 9394 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PANTHER PICK UP LC TBR54;2846000;TUNE UP;L 9341 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR54;3869000;RUSAK RINGAN;L 8879 cp;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;NSERIES77;2700000;TUNE UP;L 9646 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR 54 PICKUP TURBO;2706000;TUNE UP;L 9340 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;DAIHATSU S401RV AMBULANCE;2573009;TUNE UP;L 9037 BP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PHR 54 C BB;2464000;TUNE UP;L 9397 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PHR 54 C BB;2412000;TUNE UP;L 9394 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PANTHER PICK UP LC TBR54;2846000;TUNE UP;L 9341 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;NSERIES77;3172000;RUSAK RINGAN;L 9644 AP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR54;3208000;RUSAK RINGAN;L 8841 CP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR54 TURBO PICK UP;3488000;RUSAK RINGAN;L 8820 CP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR54 TURBO;3353000;RUSAK RINGAN;L 9255 NP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;TBR54;3869000;RUSAK RINGAN;L 8879 cp;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;KIJANG INNOVA 2.0 G AT;14072000;RUSAK BERAT;L 1761 PP;2023;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD
Februari;PT. SRIKANDI DIAMOND INDAH MOTORS;OTHER;7176450;RUSAK SEDANG;L 1052 BS;2023;PT SRIKANDI DIAMOND INDAH MOTORS;PT SRIKANDI DIAMOND INDAH MOTORS
Februari;PT. SRIKANDI DIAMOND INDAH MOTORS;OTHER;3046278;RUSAK RINGAN;L 9464 AP;2023;PT SRIKANDI DIAMOND INDAH MOTORS;PT SRIKANDI DIAMOND INDAH MOTORS
Februari;PT. SRIKANDI DIAMOND INDAH MOTORS;OTHER;7176450;RUSAK SEDANG;L 1052 BS;2023;PT SRIKANDI DIAMOND INDAH MOTORS;PT SRIKANDI DIAMOND INDAH MOTORS
Februari;PT. SRIKANDI DIAMOND INDAH MOTORS;OTHER;3046278;RUSAK RINGAN;L 9464 AP;2023;PT SRIKANDI DIAMOND INDAH MOTORS;PT SRIKANDI DIAMOND INDAH MOTORS
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;1575683;TUNE UP;L 8851 CP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;18426101;RUSAK BERAT;L 9355 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR541;4895349;RUSAK SEDANG;L 1548 NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;PANTHER LM FF VIN;2362985;TUNE UP;L 1703 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LM;2229830;TUNE UP;L 1874 BP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LM;6932456;RUSAK SEDANG;L 1578 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LM;7275903;RUSAK SEDANG;L 1453 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LS;5474381;RUSAK SEDANG;L 1451 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO PICK UP;1575683;TUNE UP;L 8851 CP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;PANTHER LM FF VIN;2362985;TUNE UP;L 1703 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LM;2229830;TUNE UP;L 1874 BP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;18426101;RUSAK BERAT;L 9355 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR541;4895349;RUSAK SEDANG;L 1548 NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LM;6932456;RUSAK SEDANG;L 1578 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LM;7275903;RUSAK SEDANG;L 1453 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LS;5474381;RUSAK SEDANG;L 1451 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LM;1770664;TUNE UP;L 1920 BP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LM;2193783;TUNE UP;L 1895 BP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;PHR 54 C BB;6767780;RUSAK SEDANG;L 9392 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR541;2356383;TUNE UP;L 1820 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;5899430;RUSAK SEDANG;L 9357 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;NSERIES77;7485846;RUSAK SEDANG;L 9219  NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;NKR71 TRUCK;3299482;RUSAK RINGAN;L 9220 NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;KIJANG;4453659;RUSAK SEDANG;L 1831 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;KF 80;4414617;RUSAK SEDANG;L 1560 DP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LM;4980705;RUSAK SEDANG;L 1967 EP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LS;2529804;TUNE UP;L 1442 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR541;3808413;RUSAK RINGAN;L 1577 NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LM;1770664;TUNE UP;L 1920 BP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LM;2193783;TUNE UP;L 1895 BP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR541;2356383;TUNE UP;L 1820 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54F TURBO LS;2529804;TUNE UP;L 1442 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;PHR 54 C BB;6767780;RUSAK SEDANG;L 9392 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;PANTHER PICK UP LC TBR54;5899430;RUSAK SEDANG;L 9357 AP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;NSERIES77;7485846;RUSAK SEDANG;L 9219  NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;KIJANG;4453659;RUSAK SEDANG;L 1831 FP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;KF 80;4414617;RUSAK SEDANG;L 1560 DP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR54 TURBO LM;4980705;RUSAK SEDANG;L 1967 EP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;NKR71 TRUCK;3299482;RUSAK RINGAN;L 9220 NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL ISUZU CABANG KOMBES DURYAT;TBR541;3808413;RUSAK RINGAN;L 1577 NP;2023;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;IMV;3284229;RUSAK RINGAN;L 0009 AP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;KIJANG;4652147;RUSAK SEDANG;L 1931 BP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;KIJANG INNOVA G XW42;4453400;RUSAK SEDANG;L 1973 EP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;KIJANG INNOVA 2.0 G AT;3561436;RUSAK RINGAN;L 1857 FP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;IMV;5019222;RUSAK SEDANG;L 1996 PP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;IMV;2415055;TUNE UP;L 1981 PP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;AVANZA;2470585;TUNE UP;L 1564 PP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;IMV;3190966;RUSAK RINGAN;L 1975 PP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;IMV;6937570;RUSAK SEDANG;L 1574 FP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;IMV;3630354;RUSAK RINGAN;L 1522 QP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;KIJANG INNOVA G XW42;3587789;RUSAK RINGAN;L 1889 BP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;INNOVA G;3437614;RUSAK RINGAN;L 1532 PP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;IMV;2415055;TUNE UP;L 1981 PP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;AVANZA;2470585;TUNE UP;L 1564 PP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;IMV;3284229;RUSAK RINGAN;L 0009 AP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Februari;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;KIJANG INNOVA 2.0 G AT;3561436;RUSAK RINGAN;L 1857 FP;2023;PT. ASTRA INTERNATIONAL TOYOTA CABANG  BASUKI RAHMAT;PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
